dia_ocu,mes_ocu,hora_ocu,depto_ocu,mupio_ocu,año_ocu,numero_vehiculos_involucrados,fallecidos,lesionados
27,3,4,15,1501,2018,1,0,0
27,3,6,1,101,2018,1,0,1
27,3,8,3,305,2018,1,0,4
27,3,9,12,1202,2018,1,1,0
28,3,0,1,101,2018,1,0,2
28,3,0,1,107,2018,1,0,1
28,3,1,1,101,2018,1,0,1
28,3,10,1,101,2018,1,0,1
28,3,10,17,1710,2018,1,1,0
28,3,10,22,2201,2018,1,0,2
28,3,12,22,2201,2018,1,1,2
28,3,14,1,111,2018,2,0,3
28,3,14,11,1102,2018,1,0,1
28,3,14,16,1604,2018,1,0,1
28,3,15,19,1909,2018,1,0,2
28,3,16,4,401,2018,1,0,1
28,3,17,12,1201,2018,1,0,0
28,3,17,12,1202,2018,1,1,0
28,3,18,12,1201,2018,1,0,1
28,3,19,1,101,2018,1,0,1
28,3,19,1,117,2018,1,1,0
28,3,19,11,1109,2018,1,0,2
28,3,20,16,1607,2018,1,0,1
28,3,20,3,312,2018,2,0,1
28,3,21,1,101,2018,1,0,1
28,3,21,10,1008,2018,1,0,1
28,3,21,3,308,2018,1,0,1
28,3,22,1,101,2018,2,0,3
28,3,22,5,501,2018,1,0,2
28,3,23,1,109,2018,1,1,0
28,3,23,1,117,2018,1,0,1
28,3,3,1,101,2018,1,0,1
28,3,8,1,101,2018,1,0,1
28,3,8,19,1901,2018,1,0,2
28,3,9,1,101,2018,1,0,1
28,3,9,1,109,2018,1,0,1
28,3,9,1,111,2018,1,0,1
29,3,0,1,110,2018,1,1,0
29,3,0,11,1104,2018,1,0,1
29,3,0,4,416,2018,1,0,3
29,3,1,1,101,2018,1,1,1
29,3,10,18,1803,2018,1,0,3
29,3,10,7,706,2018,1,0,8
29,3,12,22,2201,2018,1,0,0
29,3,14,5,512,2018,1,0,1
29,3,15,1,117,2018,1,0,4
29,3,18,14,1412,2018,1,0,1
29,3,18,14,1416,2018,1,0,2
29,3,19,1,101,2018,2,0,4
29,3,2,1,110,2018,1,0,1
29,3,20,1,101,2018,2,0,2
29,3,20,10,1015,2018,1,0,1
29,3,3,15,1504,2018,1,0,1
29,3,4,1,101,2018,1,0,0
29,3,8,5,511,2018,1,0,5
29,3,9,1,101,2018,1,0,1
3,3,0,5,509,2018,1,0,1
3,3,0,5,511,2018,1,0,1
3,3,1,1,101,2018,2,0,2
3,3,10,1,110,2018,1,0,1
3,3,10,21,2101,2018,1,0,2
3,3,12,19,1904,2018,1,0,2
3,3,12,5,509,2018,1,0,0
3,3,13,20,2001,2018,1,0,1
3,3,15,5,501,2018,1,0,1
3,3,15,5,509,2018,1,0,1
3,3,16,1,101,2018,1,0,1
3,3,17,5,502,2018,2,0,2
3,3,19,1,117,2018,1,0,1
3,3,19,17,1701,2018,1,1,0
3,3,19,2,201,2018,1,0,5
3,3,19,22,2205,2018,1,1,0
3,3,21,1,102,2018,1,1,0
3,3,22,10,1001,2018,1,1,0
3,3,22,4,401,2018,1,0,2
3,3,23,6,605,2018,1,1,0
3,3,5,1,101,2018,1,0,0
3,3,6,1,107,2018,1,1,0
3,3,9,1,101,2018,1,0,2
3,3,9,1,106,2018,1,0,1
30,3,0,10,1008,2018,1,0,1
30,3,0,3,301,2018,1,0,2
30,3,1,18,1801,2018,1,1,0
30,3,10,19,1904,2018,1,0,1
30,3,11,1,101,2018,1,0,1
30,3,13,19,1905,2018,1,0,5
30,3,14,1,101,2018,1,0,1
30,3,14,4,401,2018,1,0,2
30,3,15,14,1401,2018,1,0,1
30,3,15,16,1601,2018,1,1,1
30,3,15,5,501,2018,1,0,1
30,3,15,7,702,2018,1,0,0
30,3,16,5,501,2018,1,0,1
30,3,17,12,1230,2018,1,0,2
30,3,17,5,507,2018,1,1,1
30,3,18,1,101,2018,1,0,1
30,3,18,1,106,2018,1,0,1
30,3,18,11,1109,2018,1,0,0
30,3,19,16,1615,2018,1,0,2
30,3,19,22,2201,2018,1,0,1
30,3,19,5,504,2018,1,0,1
30,3,20,14,1402,2018,1,0,3
30,3,20,22,2216,2018,1,0,1
30,3,20,3,312,2018,1,0,2
30,3,21,1,109,2018,1,0,9
30,3,21,11,1102,2018,1,0,2
30,3,21,4,401,2018,1,0,1
30,3,22,1,117,2018,1,1,1
30,3,22,18,1801,2018,1,0,1
30,3,22,21,2101,2018,1,0,2
30,3,22,5,509,2018,1,0,0
30,3,4,1,109,2018,1,0,1
30,3,4,10,1015,2018,1,1,5
30,3,4,17,1701,2018,1,0,0
31,3,0,1,101,2018,1,0,1
31,3,0,17,1701,2018,1,0,1
31,3,0,18,1805,2018,1,0,0
31,3,13,18,1805,2018,1,0,8
31,3,13,4,403,2018,1,0,5
31,3,14,9,901,2018,1,0,0
31,3,15,11,1107,2018,1,0,1
31,3,17,17,1704,2018,1,0,1
31,3,18,1,109,2018,1,0,1
31,3,18,11,1101,2018,1,0,2
31,3,18,16,1613,2018,1,0,2
31,3,18,19,1901,2018,1,0,1
31,3,18,21,2101,2018,1,0,2
31,3,18,4,412,2018,1,0,0
31,3,18,5,509,2018,1,0,1
31,3,19,11,1101,2018,1,0,0
31,3,19,16,1601,2018,1,0,1
31,3,19,20,2007,2018,1,0,5
31,3,20,4,415,2018,1,0,0
31,3,20,6,608,2018,1,0,0
31,3,21,17,1701,2018,1,0,1
31,3,22,18,1801,2018,1,0,1
31,3,22,7,701,2018,1,0,0
31,3,23,1,101,2018,1,0,8
31,3,5,1,109,2018,1,0,29
31,3,6,1,108,2018,1,0,1
31,3,7,18,1801,2018,1,1,0
31,3,8,1,101,2018,1,1,0
4,3,0,1,108,2018,1,1,0
4,3,1,1,117,2018,1,1,0
4,3,1,5,501,2018,1,1,0
4,3,10,20,2004,2018,1,1,0
4,3,11,22,2216,2018,1,0,1
4,3,12,1,101,2018,1,0,2
4,3,12,1,108,2018,1,0,0
4,3,14,7,701,2018,1,1,0
4,3,14,9,901,2018,1,1,1
4,3,16,1,101,2018,1,0,2
4,3,16,19,1901,2018,1,0,1
4,3,17,1,101,2018,2,0,2
4,3,17,10,1008,2018,1,0,1
4,3,18,1,101,2018,1,0,1
4,3,18,10,1009,2018,1,0,1
4,3,18,6,601,2018,1,0,3
4,3,19,1,117,2018,1,1,4
4,3,19,10,1008,2018,1,1,0
4,3,20,14,1416,2018,1,0,2
4,3,22,1,101,2018,1,0,2
4,3,22,1,103,2018,1,0,2
4,3,22,5,509,2018,1,0,1
4,3,23,1,101,2018,1,1,0
4,3,23,1,109,2018,1,0,2
4,3,8,9,901,2018,1,0,4
5,3,0,11,1103,2018,1,0,1
5,3,10,1,101,2018,1,0,1
5,3,10,5,504,2018,1,2,0
5,3,11,1,101,2018,1,0,1
5,3,11,18,1802,2018,1,1,0
5,3,12,2,208,2018,1,0,1
5,3,13,14,1413,2018,1,0,1
5,3,14,14,1401,2018,1,0,1
5,3,14,5,509,2018,1,0,2
5,3,16,17,1706,2018,1,1,0
5,3,17,1,101,2018,1,0,1
5,3,17,11,1104,2018,1,0,1
5,3,17,6,601,2018,1,0,4
5,3,18,1,101,2018,1,0,1
5,3,18,10,1006,2018,1,0,1
5,3,18,5,501,2018,1,1,0
5,3,19,1,101,2018,1,0,1
5,3,19,1,110,2018,1,0,1
5,3,19,11,1101,2018,1,0,1
5,3,21,1,101,2018,1,0,3
5,3,21,1,102,2018,1,0,2
5,3,21,13,1325,2018,1,0,0
5,3,22,1,101,2018,1,0,1
5,3,22,11,1103,2018,1,0,1
5,3,23,13,1327,2018,1,0,1
5,3,23,18,1801,2018,1,1,0
5,3,4,19,1904,2018,1,0,2
5,3,6,13,1301,2018,1,1,0
5,3,8,15,1501,2018,1,0,16
5,3,9,1,105,2018,1,0,1
5,3,9,2,201,2018,1,0,2
5,3,9,5,513,2018,1,0,2
6,3,1,1,101,2018,1,0,2
6,3,10,13,1319,2018,1,0,5
6,3,10,16,1614,2018,1,0,2
6,3,12,16,1601,2018,1,0,2
6,3,12,6,610,2018,1,0,1
6,3,14,1,101,2018,1,0,1
6,3,15,9,909,2018,1,0,1
6,3,16,12,1215,2018,1,0,0
6,3,17,1,101,2018,1,0,1
6,3,17,7,719,2018,1,0,1
6,3,18,5,501,2018,1,0,1
6,3,18,5,513,2018,1,0,1
6,3,20,1,109,2018,1,0,2
6,3,22,5,507,2018,1,0,1
6,3,7,1,101,2018,1,0,1
6,3,8,1,101,2018,1,0,1
6,3,8,1,117,2018,1,0,1
6,3,9,17,1714,2018,1,0,1
7,3,1,1,101,2018,1,0,1
7,3,12,1,101,2018,1,0,2
7,3,12,3,303,2018,1,0,1
7,3,13,1,101,2018,1,0,1
7,3,13,5,509,2018,1,0,1
7,3,13,7,701,2018,1,0,1
7,3,14,13,1301,2018,1,0,1
7,3,15,12,1222,2018,1,0,1
7,3,16,1,101,2018,1,0,1
7,3,17,1,101,2018,1,0,1
7,3,17,2,201,2018,1,0,1
7,3,17,5,501,2018,1,0,1
7,3,18,1,101,2018,1,0,1
7,3,18,9,901,2018,1,0,1
7,3,20,1,117,2018,1,0,1
7,3,21,5,501,2018,1,0,1
7,3,7,1,101,2018,1,0,1
7,3,7,1,109,2018,1,0,1
7,3,9,1,101,2018,1,0,1
7,3,9,22,2215,2018,1,2,12
8,3,1,18,1801,2018,1,1,0
8,3,12,1,101,2018,1,0,4
8,3,14,1,113,2018,1,0,1
8,3,14,1,117,2018,1,0,1
8,3,14,9,914,2018,1,0,6
8,3,18,1,101,2018,1,0,1
8,3,18,2,201,2018,1,0,1
8,3,19,1,109,2018,1,0,1
8,3,19,2,207,2018,1,0,3
8,3,22,5,505,2018,1,0,1
8,3,22,9,920,2018,1,1,0
8,3,8,1,101,2018,2,0,4
8,3,8,18,1801,2018,1,0,2
9,3,1,1,101,2018,1,0,1
9,3,11,1,101,2018,1,0,1
9,3,15,1,101,2018,1,0,1
9,3,16,12,1202,2018,1,0,1
9,3,19,8,802,2018,1,1,0
9,3,20,1,101,2018,1,0,1
9,3,20,3,301,2018,1,0,1
9,3,22,1,101,2018,1,0,1
9,3,23,1,101,2018,1,0,1
9,3,5,1,109,2018,1,0,1
9,3,6,1,101,2018,1,0,0
9,3,6,11,1101,2018,1,0,0
9,3,7,1,101,2018,1,0,1
9,3,9,10,1002,2018,1,1,0
1,4,0,1,101,2018,1,0,0
1,4,0,1,105,2018,1,0,1
1,4,0,10,1010,2018,1,0,3
1,4,0,13,1301,2018,1,0,0
1,4,0,19,1904,2018,1,1,0
1,4,1,6,614,2018,1,0,1
1,4,10,10,1008,2018,1,0,1
1,4,10,10,1010,2018,1,0,1
1,4,11,1,101,2018,1,0,0
1,4,11,1,102,2018,1,0,1
1,4,11,1,103,2018,1,0,1
1,4,11,10,1001,2018,1,0,1
1,4,11,19,1901,2018,1,1,0
1,4,13,1,101,2018,1,0,0
1,4,13,1,102,2018,1,0,1
1,4,13,22,2201,2018,1,1,0
1,4,13,4,416,2018,1,0,2
1,4,16,1,101,2018,1,0,1
1,4,16,6,601,2018,1,0,5
1,4,17,16,1607,2018,1,0,1
1,4,17,20,2001,2018,1,0,3
1,4,17,7,710,2018,1,0,0
1,4,17,7,717,2018,1,0,1
1,4,18,10,1014,2018,1,1,0
1,4,19,1,101,2018,1,0,0
1,4,19,1,104,2018,1,0,1
1,4,20,1,101,2018,1,0,1
1,4,20,15,1503,2018,1,1,0
1,4,21,1,101,2018,1,1,2
1,4,21,18,1801,2018,1,0,2
1,4,21,5,502,2018,1,0,3
1,4,22,21,2101,2018,1,0,3
1,4,22,3,308,2018,1,1,0
1,4,7,9,917,2018,1,0,16
1,4,8,1,101,2018,1,0,1
10,4,13,9,917,2018,1,0,1
10,4,18,18,1801,2018,1,0,1
10,4,19,1,101,2018,2,0,2
10,4,19,2,202,2018,1,0,1
10,4,20,18,1802,2018,1,1,0
10,4,22,1,101,2018,1,0,1
11,4,0,10,1004,2018,1,0,1
11,4,0,18,1803,2018,1,1,0
11,4,0,3,303,2018,1,0,0
11,4,12,17,1709,2018,1,0,3
11,4,17,1,101,2018,1,0,1
11,4,18,11,1101,2018,1,0,1
11,4,23,1,101,2018,1,0,1
11,4,23,3,312,2018,1,0,1
11,4,3,1,117,2018,1,0,1
12,4,0,20,2009,2018,1,0,1
12,4,10,16,1601,2018,1,0,8
12,4,13,1,101,2018,1,0,1
12,4,15,6,614,2018,1,0,1
12,4,16,16,1610,2018,1,0,2
12,4,19,16,1609,2018,1,0,1
12,4,20,1,101,2018,1,1,0
12,4,20,5,501,2018,1,0,4
12,4,21,2,201,2018,1,0,0
12,4,22,19,1903,2018,1,0,1
12,4,6,3,312,2018,1,0,0
12,4,7,1,101,2018,1,0,1
12,4,7,11,1105,2018,1,0,3
12,4,8,4,409,2018,1,1,2
13,4,0,14,1420,2018,1,0,0
13,4,10,1,101,2018,1,0,1
13,4,10,11,1101,2018,1,1,0
13,4,12,1,113,2018,1,0,5
13,4,12,14,1401,2018,1,0,0
13,4,12,18,1803,2018,1,1,0
13,4,14,1,106,2018,1,0,2
13,4,15,18,1805,2018,1,0,1
13,4,16,1,117,2018,1,0,1
13,4,18,10,1004,2018,1,0,1
13,4,23,16,1601,2018,1,1,0
13,4,23,19,1901,2018,1,0,1
13,4,4,1,101,2018,1,0,1
13,4,6,1,117,2018,1,0,4
13,4,9,1,101,2018,1,0,2
14,4,14,1,101,2018,1,0,3
14,4,14,5,502,2018,1,0,1
14,4,15,20,2001,2018,1,0,1
14,4,17,3,303,2018,1,0,1
14,4,21,1,102,2018,1,0,1
14,4,23,1,117,2018,1,0,1
14,4,4,1,101,2018,1,1,0
14,4,6,1,101,2018,1,0,1
14,4,7,1,110,2018,1,0,2
14,4,9,9,920,2018,1,0,5
15,4,17,6,603,2018,1,0,1
15,4,17,6,611,2018,1,0,1
15,4,18,1,110,2018,1,1,0
15,4,18,9,909,2018,1,0,0
15,4,19,1,101,2018,1,0,1
15,4,20,9,901,2018,1,0,2
15,4,21,1,101,2018,1,0,2
15,4,4,5,511,2018,1,0,1
15,4,6,10,1010,2018,1,0,0
15,4,7,17,1709,2018,1,1,0
15,4,8,1,101,2018,1,0,1
16,4,12,9,901,2018,1,0,5
16,4,15,5,511,2018,1,2,0
16,4,17,22,2217,2018,1,0,1
16,4,17,8,801,2018,1,1,0
16,4,19,17,1701,2018,1,0,1
16,4,20,18,1804,2018,1,1,0
16,4,21,11,1102,2018,1,0,2
16,4,22,15,1508,2018,1,1,0
16,4,23,1,109,2018,1,1,0
16,4,5,1,115,2018,1,1,0
16,4,5,4,406,2018,1,1,0
16,4,8,6,611,2018,1,0,2
16,4,9,20,2001,2018,1,0,1
16,4,9,6,608,2018,1,0,2
17,4,10,1,101,2018,1,0,1
17,4,10,19,1901,2018,1,0,1
17,4,11,9,914,2018,1,0,1
17,4,12,1,101,2018,2,0,2
17,4,12,15,1508,2018,1,1,1
17,4,13,3,301,2018,1,0,2
17,4,15,14,1401,2018,1,0,1
17,4,15,16,1610,2018,1,0,1
17,4,15,17,1705,2018,1,0,0
17,4,16,5,504,2018,1,1,0
17,4,16,5,506,2018,1,0,1
17,4,17,1,101,2018,1,0,1
17,4,18,1,101,2018,1,0,1
17,4,19,1,108,2018,1,1,0
17,4,19,1,112,2018,1,0,1
17,4,20,1,101,2018,1,0,1
17,4,20,4,401,2018,1,1,6
17,4,21,10,1021,2018,1,1,0
17,4,21,14,1411,2018,1,1,0
17,4,22,9,920,2018,1,0,1
17,4,23,1,101,2018,1,1,0
17,4,6,1,117,2018,1,0,1
17,4,8,1,101,2018,1,0,1
17,4,9,1,101,2018,1,0,1
18,4,10,1,111,2018,1,0,1
18,4,10,1,112,2018,1,0,0
18,4,10,16,1612,2018,1,0,1
18,4,11,16,1607,2018,1,1,0
18,4,12,1,101,2018,1,0,1
18,4,12,14,1419,2018,1,0,1
18,4,14,1,117,2018,1,0,1
18,4,18,16,1602,2018,1,0,1
18,4,22,1,110,2018,1,0,1
19,4,0,1,101,2018,1,0,1
19,4,0,1,110,2018,1,0,1
19,4,13,12,1215,2018,1,0,1
19,4,14,1,101,2018,1,0,1
19,4,14,17,1709,2018,1,0,1
19,4,18,1,101,2018,1,0,2
19,4,19,1,101,2018,1,0,1
19,4,20,1,101,2018,1,0,1
19,4,21,7,701,2018,1,0,1
19,4,22,1,110,2018,1,0,0
19,4,9,21,2107,2018,1,0,1
2,4,1,16,1607,2018,1,0,1
2,4,10,12,1218,2018,1,0,4
2,4,10,19,1905,2018,1,0,3
2,4,11,15,1505,2018,1,0,0
2,4,11,18,1804,2018,1,0,1
2,4,13,1,101,2018,1,0,2
2,4,13,15,1507,2018,1,0,1
2,4,15,12,1217,2018,1,0,1
2,4,17,19,1907,2018,1,0,1
2,4,19,18,1803,2018,1,1,2
2,4,22,4,401,2018,1,0,1
2,4,23,9,920,2018,1,0,1
2,4,7,1,101,2018,1,0,1
20,4,0,1,110,2018,1,0,2
20,4,11,1,101,2018,1,1,0
20,4,12,1,107,2018,1,0,1
20,4,17,21,2101,2018,1,1,0
20,4,17,22,2201,2018,1,1,0
20,4,20,1,101,2018,1,0,1
20,4,20,1,109,2018,1,0,0
20,4,20,5,501,2018,1,1,0
20,4,22,17,1703,2018,2,1,0
20,4,22,5,501,2018,1,0,1
20,4,23,15,1501,2018,1,0,1
20,4,7,1,101,2018,1,0,1
20,4,8,1,101,2018,1,1,0
20,4,8,1,117,2018,1,0,1
20,4,9,1,101,2018,1,1,0
21,4,0,1,101,2018,1,1,0
21,4,0,1,117,2018,1,1,0
21,4,0,9,920,2018,1,1,1
21,4,13,9,901,2018,1,0,1
21,4,14,1,101,2018,1,0,1
21,4,14,1,117,2018,1,0,1
21,4,14,11,1106,2018,1,0,0
21,4,15,1,101,2018,1,0,1
21,4,15,5,509,2018,1,0,1
21,4,16,21,2101,2018,1,0,1
21,4,17,20,2011,2018,1,0,3
21,4,18,1,117,2018,1,0,1
21,4,18,15,1503,2018,1,0,0
21,4,19,15,1506,2018,1,0,1
21,4,2,1,101,2018,1,0,1
21,4,20,1,116,2018,1,0,1
21,4,21,1,101,2018,1,0,1
21,4,23,1,107,2018,1,1,0
21,4,3,1,117,2018,1,0,2
21,4,4,5,501,2018,1,0,1
21,4,6,1,101,2018,1,0,2
21,4,7,1,101,2018,1,0,1
22,4,1,1,101,2018,1,1,1
22,4,1,20,2007,2018,1,0,1
22,4,14,1,113,2018,1,0,1
22,4,14,5,502,2018,1,1,6
22,4,15,1,108,2018,1,1,4
22,4,16,1,102,2018,1,1,1
22,4,16,1,109,2018,1,0,1
22,4,16,4,409,2018,1,0,1
22,4,19,22,2212,2018,1,0,0
22,4,19,5,509,2018,1,1,0
22,4,2,1,117,2018,1,0,2
22,4,20,12,1215,2018,1,0,1
22,4,21,1,101,2018,1,0,1
22,4,21,18,1802,2018,1,0,0
22,4,21,3,301,2018,1,0,2
22,4,21,5,505,2018,1,1,0
22,4,22,6,606,2018,1,0,1
22,4,23,1,101,2018,1,0,1
22,4,3,9,902,2018,1,1,0
23,4,0,1,109,2018,1,0,1
23,4,11,1,117,2018,1,0,2
23,4,14,5,511,2018,1,0,1
23,4,15,1,101,2018,1,0,3
23,4,15,1,113,2018,1,0,0
23,4,16,1,110,2018,1,0,1
23,4,16,3,304,2018,1,1,0
23,4,17,1,101,2018,1,1,0
23,4,18,1,101,2018,1,0,1
23,4,18,1,109,2018,1,0,1
23,4,20,4,401,2018,1,0,0
23,4,21,1,101,2018,1,0,1
23,4,22,18,1801,2018,1,0,1
23,4,22,7,710,2018,1,0,1
23,4,5,5,501,2018,1,2,1
23,4,6,1,117,2018,1,0,1
23,4,7,1,101,2018,1,0,1
23,4,8,9,901,2018,1,0,1
23,4,9,1,106,2018,1,0,2
23,4,9,9,901,2018,1,0,1
24,4,10,1,101,2018,1,0,1
24,4,10,15,1501,2018,1,0,1
24,4,10,2,201,2018,1,1,0
24,4,13,3,303,2018,1,0,1
24,4,18,11,1105,2018,1,0,1
24,4,18,9,920,2018,1,2,2
24,4,19,1,101,2018,1,0,1
24,4,19,13,1312,2018,1,0,1
24,4,20,6,612,2018,1,0,2
24,4,21,15,1501,2018,1,0,8
24,4,21,3,308,2018,1,0,1
24,4,22,1,101,2018,1,1,0
24,4,23,1,106,2018,1,0,1
24,4,7,1,101,2018,1,1,2
24,4,8,13,1306,2018,1,0,1
25,4,13,1,109,2018,1,0,1
25,4,13,19,1907,2018,1,0,2
25,4,17,16,1612,2018,1,4,32
25,4,19,20,2001,2018,1,0,1
25,4,20,15,1501,2018,1,0,0
25,4,21,1,101,2018,1,0,2
25,4,21,19,1904,2018,1,0,1
25,4,23,4,416,2018,1,0,2
25,4,7,1,101,2018,1,0,2
25,4,9,13,1302,2018,1,0,1
26,4,17,20,2001,2018,1,0,1
26,4,19,1,101,2018,1,0,1
26,4,20,1,117,2018,1,0,1
26,4,20,11,1102,2018,1,1,0
26,4,9,1,101,2018,1,0,1
27,4,14,1,101,2018,1,0,1
27,4,15,1,109,2018,1,0,1
27,4,15,22,2202,2018,1,0,1
27,4,20,16,1606,2018,1,1,0
27,4,21,16,1604,2018,1,0,0
27,4,22,1,101,2018,1,1,0
27,4,5,15,1502,2018,1,2,0
27,4,5,18,1801,2018,1,1,0
27,4,6,10,1001,2018,1,1,0
28,4,0,1,101,2018,1,0,1
28,4,0,18,1801,2018,1,0,1
28,4,13,16,1601,2018,1,0,1
28,4,13,5,502,2018,1,1,0
28,4,16,1,101,2018,1,0,1
28,4,17,1,101,2018,1,0,3
28,4,17,10,1010,2018,1,0,2
28,4,18,21,2105,2018,1,1,1
28,4,19,15,1504,2018,1,0,1
28,4,20,10,1021,2018,1,0,1
28,4,23,1,111,2018,1,0,1
28,4,6,1,117,2018,1,0,1
28,4,9,4,416,2018,1,0,1
29,4,0,1,101,2018,1,0,1
29,4,0,20,2001,2018,1,0,1
29,4,12,5,511,2018,1,0,3
29,4,13,1,101,2018,1,0,2
29,4,15,20,2001,2018,1,0,0
29,4,16,2,201,2018,1,1,0
29,4,2,1,111,2018,1,0,2
29,4,20,1,102,2018,1,0,2
29,4,20,1,117,2018,1,0,1
29,4,22,4,401,2018,1,0,1
29,4,23,1,101,2018,1,0,1
3,4,1,3,308,2018,1,1,0
3,4,11,15,1501,2018,1,0,1
3,4,11,4,401,2018,1,0,1
3,4,14,1,117,2018,1,0,1
3,4,15,12,1202,2018,1,0,2
3,4,15,5,513,2018,1,0,1
3,4,17,16,1609,2018,1,0,0
3,4,18,1,101,2018,1,0,3
3,4,19,1,101,2018,1,0,1
3,4,21,18,1801,2018,1,1,0
3,4,21,22,2201,2018,1,1,0
3,4,23,1,101,2018,1,0,0
3,4,5,10,1014,2018,1,0,1
3,4,6,1,101,2018,1,0,2
30,4,0,1,101,2018,1,0,1
30,4,0,13,1328,2018,1,0,1
30,4,1,14,1420,2018,1,1,0
30,4,12,7,705,2018,1,1,0
30,4,13,1,111,2018,1,0,3
30,4,13,6,608,2018,1,0,0
30,4,13,7,710,2018,1,1,0
30,4,14,4,401,2018,1,0,1
30,4,15,1,117,2018,1,0,0
30,4,18,1,117,2018,1,0,1
30,4,18,10,1020,2018,1,1,1
30,4,18,5,511,2018,1,0,1
30,4,19,1,110,2018,1,0,1
30,4,19,15,1501,2018,1,0,1
30,4,20,1,101,2018,1,0,1
30,4,23,1,110,2018,1,0,1
30,4,3,1,117,2018,1,0,1
30,4,4,1,101,2018,1,0,1
30,4,5,17,1710,2018,1,0,1
30,4,7,1,111,2018,1,0,1
4,4,10,1,101,2018,1,0,1
4,4,10,18,1801,2018,1,0,1
4,4,11,3,301,2018,1,0,1
4,4,12,1,101,2018,1,0,1
4,4,13,1,101,2018,1,0,1
4,4,13,5,513,2018,1,0,1
4,4,14,16,1615,2018,1,1,6
4,4,16,1,101,2018,1,0,1
4,4,17,1,101,2018,1,0,1
4,4,17,19,1905,2018,1,0,0
4,4,20,5,513,2018,1,0,1
4,4,21,1,101,2018,1,0,2
4,4,22,1,101,2018,1,0,2
4,4,23,1,101,2018,1,0,2
4,4,4,1,101,2018,1,0,1
4,4,6,1,101,2018,1,0,2
4,4,9,1,101,2018,1,0,1
5,4,11,22,2201,2018,1,0,2
5,4,15,1,101,2018,1,0,1
5,4,17,1,101,2018,1,0,1
5,4,18,16,1604,2018,1,0,3
5,4,22,12,1201,2018,1,0,1
5,4,22,5,501,2018,1,1,0
5,4,3,19,1904,2018,1,0,2
5,4,4,1,101,2018,1,1,0
5,4,6,3,301,2018,1,1,0
5,4,7,16,1602,2018,1,0,1
6,4,0,1,117,2018,1,0,1
6,4,0,5,511,2018,1,0,1
6,4,0,9,911,2018,1,0,0
6,4,10,1,101,2018,1,0,1
6,4,10,1,108,2018,1,1,0
6,4,17,11,1102,2018,1,0,0
6,4,19,8,801,2018,1,1,0
6,4,20,17,1714,2018,1,0,1
6,4,21,10,1008,2018,1,0,1
6,4,22,5,502,2018,1,0,2
6,4,7,1,101,2018,1,0,1
6,4,9,18,1801,2018,1,0,2
7,4,0,11,1101,2018,1,0,2
7,4,1,1,105,2018,2,1,1
7,4,13,1,101,2018,1,0,1
7,4,13,22,2205,2018,1,0,1
7,4,14,3,308,2018,1,0,1
7,4,16,1,101,2018,1,0,1
7,4,18,1,101,2018,2,0,2
7,4,19,1,101,2018,1,0,1
7,4,20,1,101,2018,1,0,1
7,4,20,5,501,2018,1,0,1
7,4,21,13,1303,2018,1,0,2
7,4,22,1,101,2018,1,0,0
7,4,22,1,109,2018,1,0,1
7,4,6,1,105,2018,1,0,1
7,4,8,3,314,2018,1,0,2
8,4,0,16,1610,2018,1,0,1
8,4,0,18,1805,2018,1,1,0
8,4,1,1,101,2018,1,1,0
8,4,1,5,509,2018,1,0,2
8,4,1,5,513,2018,1,1,0
8,4,10,1,101,2018,1,0,1
8,4,11,1,101,2018,2,0,3
8,4,12,5,501,2018,1,1,0
8,4,13,1,101,2018,1,0,1
8,4,13,22,2209,2018,1,0,1
8,4,15,13,1301,2018,1,0,0
8,4,15,3,312,2018,1,0,1
8,4,16,1,101,2018,1,0,1
8,4,17,12,1201,2018,1,0,2
8,4,17,13,1312,2018,1,0,1
8,4,17,4,403,2018,1,0,1
8,4,18,19,1901,2018,1,0,1
8,4,18,20,2001,2018,1,0,1
8,4,19,1,101,2018,1,0,2
8,4,19,22,2213,2018,1,0,1
8,4,21,1,101,2018,1,0,1
8,4,21,18,1801,2018,1,1,2
8,4,22,1,109,2018,1,0,1
8,4,22,5,509,2018,1,1,0
8,4,23,1,101,2018,2,0,2
8,4,6,13,1306,2018,1,0,8
8,4,7,1,101,2018,1,0,1
8,4,7,1,107,2018,1,0,3
9,4,0,1,101,2018,1,1,2
9,4,0,2,207,2018,1,1,0
9,4,12,14,1409,2018,1,1,1
9,4,13,1,109,2018,1,0,1
9,4,14,18,1801,2018,1,1,0
9,4,14,3,301,2018,1,0,1
9,4,14,5,506,2018,1,1,0
9,4,17,6,608,2018,1,0,3
9,4,18,16,1609,2018,1,0,1
9,4,19,1,101,2018,1,0,1
9,4,20,1,101,2018,1,0,3
9,4,21,22,2201,2018,1,0,6
9,4,22,13,1301,2018,1,2,0
9,4,8,10,1016,2018,1,0,11
9,4,8,12,1219,2018,1,1,12
9,4,9,1,117,2018,1,0,1
1,5,1,5,501,2018,1,1,0
1,5,10,1,117,2018,1,0,1
1,5,14,1,111,2018,1,0,1
1,5,14,5,506,2018,1,0,1
1,5,15,5,501,2018,1,0,3
1,5,16,1,101,2018,1,0,1
1,5,16,16,1608,2018,1,0,11
1,5,18,4,403,2018,1,1,0
1,5,22,1,101,2018,1,0,1
1,5,22,1,111,2018,1,1,0
1,5,4,1,101,2018,1,0,1
1,5,8,10,1013,2018,1,0,8
10,5,10,1,109,2018,1,0,1
10,5,11,1,101,2018,1,0,1
